순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도,
2403,수영구,남천동,,0,,유,0,0,0,129.1124904,35.13715062,0
3474,사하구,신평동,,106,,유,7,26,176,128.9797657,35.08501455,106
2224,사상구,감전동,,174,,유,8,17,142,128.9903449,35.1533335,174
1860,기장군,기장읍,교리,365,,유,8,14,118,129.2169667,35.25436017,365
2193,사상구,엄궁동,,690,,유,6,22,141,128.9695562,35.12793188,690
522,북구,화명동,,754,,유,0,0,0,129.017736,35.23295992,754
523,북구,화명동,,754,,유,0,0,0,129.0178246,35.23312523,754
524,북구,화명동,,754,,유,0,0,0,129.0177004,35.23306056,754
1072,동래구,낙민동,,766,,유,4,15,62,129.0954186,35.19732274,766
3549,사하구,감천동,,789,,유,7,18,129,128.9941677,35.08819054,789
1334,부산진구,전포동,,868,,유,5,19,101,129.0637683,35.15774959,868
1674,동구,범일동,,949,,유,11,23,244,129.0593709,35.13891378,949
700,북구,만덕동,,960,,유,,,,,,960
2775,강서구,죽림동,,962,,유,6,7,42,128.9034058,35.19333303,962
3483,사하구,하단동,,1174,,유,8,30,247,128.9563143,35.10225078,1174
197,해운대구,재송동,,1192,,유,8,24,196,129.1211769,35.18104515,1192
198,해운대구,재송동,,1192,,유,8,17,136,129.1212653,35.18130478,1192
109,해운대구,우동,,1228,,유,8,10,84,129.1301021,35.17376728,1228
204,해운대구,우동,,1228,,유,9,13,77,129.1301246,35.17394209,1228
205,해운대구,우동,,1228,,유,8,13,105,129.1303571,35.17373855,1228
97,해운대구,좌동,,1271,,유,8,13,100,129.169098,35.17335553,1271
151,해운대구,좌동,,1303,,유,4,15,60,129.1793407,35.17583025,1303
154,해운대구,좌동,,1303,,유,5,16,63,129.179171,35.17607659,1303
75,해운대구,좌동,,1318,,유,5,17,39,129.180189,35.16768935,1318
161,해운대구,좌동,,1318,,유,6,12,74,129.1800467,35.16763973,1318
162,해운대구,좌동,,1318,,유,8,12,81,129.180919,35.16741654,1318
1871,기장군,정관읍,용수리,1360,,유,6,17,99,129.1681231,35.32507119,1360
1829,기장군,정관읍,용수리,1363,,유,6,17,103,129.1687243,35.32829802,1363
1873,기장군,정관읍,용수리,1384,,유,7,22,154,129.1693466,35.32738723,1384
193,해운대구,좌동,,1402,,유,8,13,105,129.177308,35.17978698,1402
1872,기장군,정관읍,용수리,1406,,유,6,18,106,129.1694425,35.32566622,1406
142,해운대구,좌동,,1435,,유,9,14,85,129.1809726,35.1734543,1435
207,해운대구,우동,,1510,,유,12,24,154,129.1335412,35.16778689,1510
208,해운대구,우동,,1510,,유,17,12,147,129.1337188,35.16755678,1510
3450,사하구,다대동,,1552,,유,6,24,148,128.9668349,35.0479076,1552
20,해운대구,중동,,1829,,유,,,,129.1676905,35.16205089,1829
641,북구,화명동,,2256,,유,8,13,103,129.01159,35.23958136,2256
535,북구,화명동,,2273,,유,3,14,42,129.0123658,35.23531845,2273
2766,강서구,명지동,,3275,,유,2,5,10,128.8997906,35.08439941,3275
2773,강서구,명지동,,3280,,유,9,16,140,128.9017452,35.07961583,3280
2782,강서구,명지동,,3438,,유,,,,128.9195124,35.09450543,3438
2783,강서구,명지동,,3438,,유,,,,128.9196278,35.09398859,3438
2784,강서구,명지동,,3438,,유,,,,128.9194586,35.09411644,3438
2785,강서구,명지동,,3438,,유,,,,128.916927,35.09323073,3438
2786,강서구,명지동,,3438,,유,,,,128.9168851,35.09339231,3438
2787,강서구,명지동,,3438,,유,,,,128.9171324,35.09345401,3438
2788,강서구,명지동,,3438,,유,,,,128.9168787,35.09359139,3438
2789,강서구,명지동,,3438,,유,,,,,,3438
2790,강서구,명지동,,3438,,유,,,,128.9166608,35.09336508,3438
3762,중구,보수동3가,,14246,,유,6,15,95,129.0226457,35.10324168,14246
1717,중구,부평동4가,,14397,,유,7,19,127,129.021436,35.10207587,14397
2781,강서구,명지동,,16954,,유,8,28,232,128.922862,35.09199359,16954
2231,사상구,삼락동,,25628,,유,9,25,222,128.9842877,35.1940742,25628
129,해운대구,반송동,,25873,,유,6,12,74,129.1567525,35.23011708,25873
3548,사하구,감천동,,28185,,유,8,24,189,129.0065369,35.08638564,28185
3754,중구,보수동2가,,35551,,유,6,17,108,129.0249006,35.10411088,35551
1551,영도구,남항동2가,,45684,,유,6,15,92,129.0360248,35.08867785,45684
1865,기장군,일광면,삼성리,45849,,유,7,17,109,129.2196124,35.25623282,45849
2206,사상구,감전동,,174,"""구"" 사상구청앞",유,6,11,63,128.9865934,35.1541074,"""구"" 사상구청앞"
2208,사상구,감전동,,140-4,"""구"" 사상구청앞",유,6,12,74,128.9868339,35.15406603,"""구"" 사상구청앞"
2209,사상구,감전동,,174,"""구"" 사상구청앞",유,6,13,75,128.9867397,35.15418973,"""구"" 사상구청앞"
3426,금정구,부곡동,,223-1,(LG마트)롯데마트 금정점,유,6,25,156,129.0923211,35.23805844,(LG마트)롯데마트 금정점
3427,금정구,부곡동,,21582,(LG마트)롯데마트 금정점,유,9,28,234,129.092563,35.23958217,(LG마트)롯데마트 금정점
3428,금정구,부곡동,,215-7,(LG마트)롯데마트 금정점,유,6,28,160,129.0924917,35.23916092,(LG마트)롯데마트 금정점
1642,동구,수정동,,1144-6,(LG정유 초량충전소) 세일병원,유,4,16,58,129.0446386,35.12387009,(LG정유 초량충전소) 세일병원
1679,동구,수정동,,1157-2,(LG정유 초량충전소) 세일병원,유,8,26,219,129.0445257,35.12406248,(LG정유 초량충전소) 세일병원
439,해운대구,송정동,,134-1,(구) 송정검문소,유,7,24,139,129.2012047,35.18409312,(구) 송정검문소
440,해운대구,송정동,,496-4,(구) 송정검문소,유,6,18,105,129.2012864,35.18385498,(구) 송정검문소
1025,동래구,온천동,,1249-16,(구)부산백화점(남),유,6,17,105,129.0673544,35.20412728,(구)부산백화점(남)
1202,동래구,온천동,,1486,(구)부산백화점(남),유,8,21,178,129.0670272,35.20398795,(구)부산백화점(남)
1201,동래구,온천동,,1486,(구)부산백화점(북),유,8,30,242,129.0680498,35.2054674,(구)부산백화점(북)
1884,기장군,장안읍,반룡리,236,(군도14호)4지점교차로,유,6,7,41,129.2669227,35.34493289,(군도14호)4지점교차로
1885,기장군,장안읍,반룡리,241,(군도14호)4지점교차로,유,6,7,40,129.2666032,35.34514065,(군도14호)4지점교차로
1882,기장군,장안읍,반룡리,335,(군도14호)5지점교차로,유,6,7,40,129.2633989,35.34694723,(군도14호)5지점교차로
1883,기장군,장안읍,기룡리,325-3,(군도14호)5지점교차로,유,6,7,40,129.2628985,35.34717349,(군도14호)5지점교차로
1888,기장군,장안읍,길천리,355-2,(군도14호)7지점교차로,유,6,14,82,129.2796486,35.33208035,(군도14호)7지점교차로
1886,기장군,장안읍,길천리,산72-41,(군도14호)길천3교차로,유,6,9,51,129.27517,35.33690886,(군도14호)길천3교차로
1887,기장군,장안읍,길천리,444,(군도14호)길천3교차로,유,6,15,91,129.2753376,35.33684383,(군도14호)길천3교차로
1879,기장군,장안읍,기룡리,351-2,(군도14호)반룡1교차로,유,4,13,52,129.2578884,35.34821421,(군도14호)반룡1교차로
1880,기장군,장안읍,기룡리,1045-3,(군도14호)반룡1교차로,유,4,4,16,129.2579397,35.3483074,(군도14호)반룡1교차로
1881,기장군,장안읍,기룡리,351-2,(군도14호)반룡1교차로,유,4,5,20,129.2578442,35.3483112,(군도14호)반룡1교차로
2097,기장군,일광면,좌천리,122,(기장 좌천초교입구)좌천우체국 주변,유,5,15,57,129.2410541,35.31017175,(기장 좌천초교입구)좌천우체국 주변
902,남구,대연동,,1617-6,(대연고개)동해한의원 앞,유,8,19,154,129.0807714,35.13429761,(대연고개)동해한의원 앞
1956,기장군,정관읍,두명리,93,(덕산마을)정관백운공원삼거리,유,7,26,158,129.1583721,35.35052639,(덕산마을)정관백운공원삼거리
1180,동래구,안락동,,462-67,(도남모방)뜨란체삼거리,유,7,21,138,129.1081171,35.1956132,(도남모방)뜨란체삼거리
1181,동래구,안락동,,200-1,(도남모방)뜨란체삼거리,유,5,6,32,129.1090166,35.19507649,(도남모방)뜨란체삼거리
1182,동래구,안락동,,198-1,(도남모방)뜨란체삼거리,유,3,15,40,129.1091638,35.19504519,(도남모방)뜨란체삼거리
1183,동래구,안락동,,462-76,(도남모방)뜨란체삼거리,유,6,24,148,129.1093618,35.19511364,(도남모방)뜨란체삼거리
555,북구,만덕동,,759-10,(만덕공업기술원)부산 이노비즈 센터,유,12,7,83,129.025831,35.21232786,(만덕공업기술원)부산 이노비즈 센터
901,남구,대연동,,1752-1,(못골시장)롯데리아대연점,유,8,19,154,129.0884233,35.13494026,(못골시장)롯데리아대연점
791,부산진구,범천동,,851-13,(문현혁신도시)기술보증기금 주변,유,3,12,32,129.0635942,35.14578579,(문현혁신도시)기술보증기금 주변
856,부산진구,범천동,,851-13,(문현혁신도시)기술보증기금 주변,유,6,13,78,129.0635036,35.1458672,(문현혁신도시)기술보증기금 주변
1365,부산진구,양정동,,362-25,(성모여고)롯데리아 양정점,유,8,23,183,129.0692571,35.17049116,(성모여고)롯데리아 양정점
3175,강서구,화전동,,601-1,(신호공단진입로입구)화전지구-추가2구역,유,8,23,190,128.8686014,35.10155655,(신호공단진입로입구)화전지구-추가2구역
3176,강서구,화전동,,601-1,(신호공단진입로입구)화전지구-추가2구역,유,10,16,136,128.8689552,35.10155242,(신호공단진입로입구)화전지구-추가2구역
3177,강서구,화전동,,601-1,(신호공단진입로입구)화전지구-추가2구역,유,8,24,198,128.8689569,35.10175374,(신호공단진입로입구)화전지구-추가2구역
1900,기장군,장안읍,기룡리,229,(장안산업단지 진입로)반룡교차로,유,9,10,81,129.255266,35.35202536,(장안산업단지 진입로)반룡교차로
1893,기장군,장안읍,반룡리,430,(장안산업단지 진입로)반룡마을,유,15,9,109,129.2616063,35.3400276,(장안산업단지 진입로)반룡마을
1894,기장군,장안읍,기룡리,816,(장안산업단지 진입로)본리교차로,유,11,17,137,129.2593443,35.34099769,(장안산업단지 진입로)본리교차로
1895,기장군,장안읍,반룡리,816,(장안산업단지 진입로)본리교차로,유,16,12,155,129.2595825,35.34103985,(장안산업단지 진입로)본리교차로
1896,기장군,장안읍,기룡리,1045-3,(장안산업단지 진입로)하근교차로,유,10,12,72,129.2565594,35.34857364,(장안산업단지 진입로)하근교차로
1897,기장군,장안읍,기룡리,1045-3,(장안산업단지 진입로)하근교차로,유,8,6,42,129.2564081,35.34850312,(장안산업단지 진입로)하근교차로
1898,기장군,장안읍,기룡리,351-2,(장안산업단지 진입로)하근교차로,유,14,9,75,129.2565551,35.3483839,(장안산업단지 진입로)하근교차로
1899,기장군,장안읍,기룡리,353-1,(장안산업단지 진입로)하근교차로,유,8,8,46,129.2567275,35.34843732,(장안산업단지 진입로)하근교차로
1891,기장군,정관읍,예림리,1091-1,(정관)F지점,유,6,10,63,129.2082929,35.32063,(정관)F지점
1972,기장군,정관읍,예림리,1122,(정관)F지점,유,7,23,144,129.2081115,35.32077181,(정관)F지점
1973,기장군,정관읍,예림리,694,(정관)F지점,유,7,22,141,129.2084899,35.32077574,(정관)F지점
1892,기장군,정관읍,예림리,1128,(정관)G지점,유,4,10,41,129.2008479,35.31946222,(정관)G지점
1970,기장군,정관읍,예림리,1110-2,(정관)G지점,유,6,24,153,129.2006239,35.31954826,(정관)G지점
1971,기장군,정관읍,예림리,1128,(정관)G지점,유,6,19,112,129.2009092,35.31968398,(정관)G지점
1966,기장군,정관읍,예림리,1215,(정관)H지점,유,5,13,46,129.1975103,35.31890412,(정관)H지점
1967,기장군,정관읍,예림리,1215,(정관)H지점,유,7,24,152,129.1973566,35.31874277,(정관)H지점
1968,기장군,정관읍,예림리,1215,(정관)H지점,유,7,18,90,129.1975391,35.31861793,(정관)H지점
1969,기장군,정관읍,예림리,1110-2,(정관)H지점,유,7,20,128,129.1976983,35.31880015,(정관)H지점
1974,기장군,정관읍,예림리,1035-22,(정관)L지점,유,8,20,164,129.210638,35.32081399,(정관)L지점
1962,기장군,정관읍,달산리,1096,(정관)O지점,유,6,17,88,129.1921734,35.31811945,(정관)O지점
1963,기장군,정관읍,달산리,1096,(정관)O지점,유,9,29,208,129.1920663,35.31795162,(정관)O지점
1964,기장군,정관읍,달산리,1096,(정관)O지점,유,8,21,109,129.1922563,35.31781879,(정관)O지점
1965,기장군,정관읍,달산리,1096,(정관)O지점,유,9,22,172,129.1924064,35.31798904,(정관)O지점
1958,기장군,정관읍,달산리,1026-12,(정관)P지점,유,8,18,109,129.1845287,35.31697457,(정관)P지점
1959,기장군,정관읍,달산리,1026-12,(정관)P지점,유,16,22,213,129.1843911,35.31680641,(정관)P지점
1960,기장군,정관읍,달산리,1037-1,(정관)P지점,유,7,19,103,129.1845745,35.31667811,(정관)P지점
1961,기장군,정관읍,달산리,1026-11,(정관)P지점,유,10,27,192,129.1847073,35.31685561,(정관)P지점
1957,기장군,정관읍,예림리,1035-33,(정관)Q지점,유,6,20,125,129.2148156,35.32218906,(정관)Q지점
2254,사상구,학장동,,730-4,(주)금양,유,6,15,92,128.9756138,35.14265928,(주)금양
2319,사상구,삼락동,,121-2,(주)대정,유,9,26,222,128.9778053,35.18693056,(주)대정
2255,사상구,감전동,,953-26,(주)부산산업,유,6,16,101,128.9732643,35.14352546,(주)부산산업
3606,사하구,장림동,,705,(주)삼원옆,유,6,14,87,128.9689398,35.08251518,(주)삼원옆
2336,사상구,삼락동,,28581,(주)서우,유,9,25,238,128.9804593,35.19040425,(주)서우
3508,사하구,다대동,,1525,(주)세기,유,10,13,125,128.9545367,35.06716091,(주)세기
788,남구,용호동,,555-56,(주)시민여객(용호맨션),유,5,13,70,129.1109858,35.11162616,(주)시민여객(용호맨션)
789,남구,용호동,,541-61,(주)시민여객(용호맨션),유,4,8,30,129.1108811,35.11154581,(주)시민여객(용호맨션)
3509,사하구,다대동,,1525,(주)한국닛볼공업,유,9,13,109,128.9568351,35.06756765,(주)한국닛볼공업
3510,사하구,다대동,,1525,(주)한국닛볼공업,유,8,12,100,128.9563757,35.0674856,(주)한국닛볼공업
3664,사하구,다대동,,1525,(주)한국닛볼공업,유,8,12,95,128.9565679,35.0677151,(주)한국닛볼공업
3665,사하구,다대동,,1525,(주)한국닛볼공업,유,8,13,107,128.9566566,35.06734516,(주)한국닛볼공업
1034,동래구,안락동,,629-66,(주)한국미마,유,7,10,61,129.10383,35.19378925,(주)한국미마
1035,동래구,안락동,,599-44,(주)한국미마,유,6,14,90,129.1042131,35.19452893,(주)한국미마
3542,사하구,구평동,,73,(주)한보철강후문,유,6,21,126,128.9905592,35.08221909,(주)한보철강후문
2800,강서구,천성동,,858-2,(천성~눌차간)서중2교차로,유,4,4,16,128.8117566,35.03282134,(천성~눌차간)서중2교차로
1837,기장군,철마면,와여리,481-2,(철마IC)철마농업기술센터,유,6,13,83,129.1511852,35.27380298,(철마IC)철마농업기술센터
1838,기장군,철마면,와여리,561-1,(철마IC)철마농업기술센터,유,6,27,96,129.1512859,35.27360373,(철마IC)철마농업기술센터
1839,기장군,철마면,와여리,573-2,(철마IC)철마보건지소,유,6,21,78,129.1520056,35.27319228,(철마IC)철마보건지소
538,북구,화명동,,31444,(화명동 부산은행)메트로프라자,유,6,8,46,129.0104743,35.23421479,(화명동 부산은행)메트로프라자
539,북구,화명동,,31472,(화명동 부산은행)메트로프라자,유,6,8,46,129.0109997,35.23415088,(화명동 부산은행)메트로프라자
638,북구,화명동,,26451,(화명동 부산은행)메트로프라자,유,6,8,46,129.0112943,35.23570941,(화명동 부산은행)메트로프라자
639,북구,화명동,,26420,(화명동 부산은행)메트로프라자,유,8,8,59,129.0107636,35.23577303,(화명동 부산은행)메트로프라자
673,북구,화명동,,26420,(화명동 부산은행)메트로프라자,유,7,46,250,129.0107395,35.23500418,(화명동 부산은행)메트로프라자
674,북구,화명동,,31472,(화명동 부산은행)메트로프라자,유,8,17,146,129.0107823,35.23437392,(화명동 부산은행)메트로프라자
675,북구,화명동,,31472,(화명동 부산은행)메트로프라자,유,8,18,143,129.0107155,35.23401126,(화명동 부산은행)메트로프라자
676,북구,화명동,,26420,(화명동 부산은행)메트로프라자,유,6,20,117,129.0108572,35.23475994,(화명동 부산은행)메트로프라자
677,북구,화명동,,26451,(화명동 부산은행)메트로프라자,유,8,36,279,129.0110999,35.23494512,(화명동 부산은행)메트로프라자
678,북구,화명동,,26451,(화명동 부산은행)메트로프라자,유,8,17,139,129.0110591,35.23593339,(화명동 부산은행)메트로프라자
679,북구,화명동,,26451,(화명동 부산은행)메트로프라자,유,8,18,147,129.010994,35.23556878,(화명동 부산은행)메트로프라자
680,북구,화명동,,26451,(화명동 부산은행)메트로프라자,유,6,20,124,129.010915,35.23520013,(화명동 부산은행)메트로프라자
2215,사상구,모라동,,0-35,,유,6,13,85,128.987028,35.18624838,0-35
8,기장군,철마면,,1008-52,,유,8,17,142,129.1232316,35.33577368,1008-52
12,기장군,철마면,,1008-65,,유,6,19,113,129.115651,35.32264558,1008-65
3751,중구,보수동3가,,106-2,,유,9,16,144,129.0238108,35.10319343,106-2
3506,사하구,장림동,,1109-13,,유,6,22,137,128.9647919,35.08152261,1109-13
2242,북구,구포동,,1133-1,,유,7,19,122,128.9938566,35.19501489,1133-1
1875,기장군,기장읍,동부리,115-5,,유,6,15,89,129.2137847,35.24688992,115-5
1307,부산진구,범천동,,1169-5,,유,6,18,99,129.0494241,35.15324897,1169-5
1841,기장군,기장읍,동부리,117-13,,유,5,14,77,129.2137539,35.24623811,117-13
200,해운대구,재송동,,1228-14,,유,9,16,123,129.1273834,35.17530739,1228-14
1238,부산진구,부암동,,123-12,,유,6,21,123,129.0518694,35.16312711,123-12
1254,부산진구,부암동,,123-12,,유,6,25,155,129.052159,35.16325353,123-12
15,금정구,두구동,,1244-7,,유,6,16,102,129.1074827,35.30667556,1244-7
2220,사상구,모라동,,1310-2,,유,8,15,126,128.9875883,35.18749557,1310-2
2796,강서구,지사동,,1314-1,,유,0,0,0,128.8296314,35.14360741,1314-1
2797,강서구,지사동,,1314-1,,유,0,0,0,128.8294397,35.14353918,1314-1
184,해운대구,중동,,1333-1,,유,8,12,103,129.1681435,35.16875117,1333-1
2203,사상구,모라동,,1337-7,,유,9,19,162,128.9920339,35.19117519,1337-7
2207,사상구,모라동,,1339-10,,유,9,19,165,128.9918682,35.19073905,1339-10
2201,사상구,모라동,,1349-13,,유,9,18,158,128.9914957,35.18975245,1349-13
202,해운대구,송정동,,136-23,,유,7,21,138,129.2003211,35.18275088,136-23
1320,부산진구,전포동,,145-26,,유,12,23,280,129.0653872,35.1661344,145-26
127,해운대구,좌동,,1458-2,,유,6,23,129,129.175318,35.17017549,1458-2
1312,부산진구,전포동,,146-2,,유,8,14,113,129.0659913,35.16588372,146-2
3539,사하구,다대동,,1472-17,,유,6,13,81,128.9689386,35.04779533,1472-17
45,해운대구,중동,,1524-2,,유,7,28,163,129.1821306,35.16462595,1524-2
203,해운대구,중동,,1524-2,,유,10,10,71,129.1823376,35.16473649,1524-2
3544,사하구,다대동,,1551-31,,유,8,20,172,128.9700272,35.04940131,1551-31
1139,동래구,수안동,,158-1,,유,8,19,160,129.0850163,35.20150046,158-1
1305,부산진구,범천동,,1592-31,,유,7,17,110,129.0510485,35.15134832,1592-31
1314,부산진구,전포동,,164-8,,유,8,14,114,129.0653286,35.16414452,164-8
2791,강서구,미음동,,1663-2,,유,,,,128.8761105,35.14429273,1663-2
2792,강서구,미음동,,1663-2,,유,,,,128.8758891,35.14445728,1663-2
2793,강서구,미음동,,1663-2,,유,,,,128.8755403,35.1443745,1663-2
3805,중구,중앙동4가,,33147,1부두,유,11,39,422,129.039188,35.10580747,1부두
128,해운대구,반송동,,216-290,,유,6,12,73,129.1564614,35.23001217,216-290
1308,부산진구,당감동,,232-3,,유,8,35,277,129.0431056,35.16225218,232-3
2190,사상구,학장동,,237-37,,유,7,16,104,128.9820938,35.14189817,237-37
2576,연제구,연산동,,243-14,,유,4,5,16,129.1058022,35.18456555,243-14
1864,기장군,기장읍,교리,251-9,,유,6,17,106,129.2190229,35.25575494,251-9
1310,부산진구,부전동,,263-11,,유,6,15,95,129.0580621,35.15904547,263-11
3461,사하구,괴정동,,267-3,,유,6,23,145,128.9959696,35.10121719,267-3
206,해운대구,반송동,,275-7,,유,8,26,200,129.1485607,35.22984925,275-7
1131,동래구,명장동,,279-25,,유,3,14,41,129.0977515,35.20758765,279-25
3517,사하구,신평동,,282-25,,유,7,14,96,128.9730449,35.09171918,282-25
3804,중구,중앙동4가,,15-29,2부두,유,9,40,363,129.0400449,35.10770109,2부두
2859,강서구,신호동,,307-1,,유,6,13,86,128.8764892,35.08132753,307-1
2719,강서구,신호동,,311-5,,유,8,20,163,128.8730024,35.08155563,311-5
2730,강서구,신호동,,311-7,,유,6,13,83,128.8733282,35.08132401,311-7
3514,사하구,당리동,,317-114,,유,6,13,81,128.9748318,35.10335661,317-114
1064,동래구,명장동,,323-2,,유,3,39,114,129.1031369,35.20700964,323-2
3557,사하구,하단동,,326-10,,유,6,23,151,128.9743793,35.10334572,326-10
173,해운대구,재송동,,352-5,,유,7,24,156,129.1201807,35.18075252,352-5
118,해운대구,송정동,,362-2,,유,4,11,48,129.2041519,35.18226668,362-2
3538,사하구,신평동,,370-152,,유,8,23,196,128.9675753,35.08538734,370-152
2213,사상구,덕포동,,370-16,,유,6,13,83,128.9854445,35.17975009,370-16
3315,금정구,남산동,,374-6,,유,8,23,184,129.0927496,35.26817771,374-6
2212,사상구,덕포동,,388-8,,유,6,13,82,128.984342,35.17524999,388-8
918,남구,감만동,,75-106,3함대(연합철강),유,6,16,97,129.0749066,35.11619286,3함대(연합철강)
10,기장군,철마면,,402-1,,유,6,14,88,129.1096704,35.30963574,402-1
1876,기장군,기장읍,대라리,403-3,,유,6,14,84,129.2134265,35.24017463,403-3
3478,사하구,신평동,,409-12,,유,6,17,102,128.9619221,35.09569711,409-12
3466,사하구,괴정동,,430-3,,유,6,23,147,128.9947994,35.10065952,430-3
1023,동래구,안락동,,432-26,,유,6,29,183,129.097757,35.19799038,432-26
3512,사하구,괴정동,,442-5,,유,7,20,133,128.9939639,35.09745337,442-5
201,해운대구,송정동,,451-19,,유,6,22,145,129.1995953,35.18164261,451-19
3455,사하구,다대동,,467-1,,유,13,22,141,128.9680321,35.04764279,467-1
3516,사하구,신평동,,472-1,,유,7,18,113,128.9643173,35.09145154,472-1
3473,사하구,괴정동,,472-79,,유,6,20,125,128.9931059,35.09429742,472-79
3456,사하구,장림동,,492-7,,유,6,20,126,128.9767953,35.07179714,492-7
2504,남구,대연동,,1808,49호광장(도시가스),유,6,8,48,129.1109955,35.13631675,49호광장(도시가스)
2505,남구,대연동,,1808,49호광장(도시가스),유,6,10,63,129.1104911,35.13587449,49호광장(도시가스)
2506,남구,대연동,,1808,49호광장(도시가스),유,16,25,240,129.1109695,35.13571665,49호광장(도시가스)
2507,남구,용호동,,952,49호광장(도시가스),유,8,14,81,129.1112746,35.13551146,49호광장(도시가스)
2508,남구,용호동,,952,49호광장(도시가스),유,4,30,120,129.1116019,35.13550672,49호광장(도시가스)
2509,남구,용호동,,962,49호광장(도시가스),유,6,12,73,129.112007,35.13573333,49호광장(도시가스)
3487,사하구,감천동,,502-74,,유,6,25,159,129.0012187,35.08871701,502-74
2741,강서구,녹산동,,5-167,,유,6,25,157,128.897875,35.12538506,5-167
24,해운대구,석대동,,537-2,,유,4,4,16,129.1207318,35.21819359,537-2
196,해운대구,석대동,,538-2,,유,5,17,78,129.1206318,35.21807013,538-2
3338,금정구,장전동,,541-48,,유,7,19,133,129.0839755,35.22493943,541-48
3362,금정구,장전동,,541-48,,유,6,19,115,129.0833753,35.22509368,541-48
520,북구,화명동,,556-1,,유,7,25,164,129.0070042,35.21954968,556-1
3518,사하구,괴정동,,563-58,,유,6,9,56,128.9848652,35.09652118,563-58
3552,사하구,다대동,,590-3,,유,13,21,176,128.9709431,35.05284533,590-3
1704,동구,좌천동,,1116-26,5부두,유,4,8,33,129.0545992,35.12654541,5부두
1705,동구,좌천동,,1116-26,5부두,유,6,45,277,129.0547436,35.12631775,5부두
1706,동구,좌천동,,1116-26,5부두,유,8,34,203,129.0548216,35.12671329,5부두
120,해운대구,재송동,,640-4,,유,8,20,160,129.1248232,35.17816698,640-4
1870,기장군,기장읍,시랑리,660-17,,유,6,17,94,129.2220251,35.19619799,660-17
1874,기장군,기장읍,시랑리,660-17,,유,10,17,105,129.2212668,35.19500781,660-17
9,강서구,강동동,,661-1,,유,8,36,283,128.9285118,35.22107583,661-1
22,강서구,강동동,,661-1,,유,15,26,207,128.9293086,35.22157219,661-1
3437,사하구,하단동,,667-1,,유,7,17,110,128.960726,35.0990665,667-1
3440,사하구,하단동,,667-1,,유,7,15,105,128.9603236,35.09827095,667-1
2780,강서구,대저1동,,687-2,,유,6,8,51,128.9787266,35.2144296,687-2
2192,사상구,덕포동,,692-1,,유,4,7,29,128.9821261,35.16710634,692-1
2218,사상구,모라동,,712-15,,유,7,13,86,128.9864265,35.18378528,712-15
2199,사상구,덕포동,,740-1,,유,8,18,147,128.9884318,35.17517007,740-1
3371,금정구,남산동,,622,80번 버스종점,유,6,13,84,129.0851784,35.27044395,80번 버스종점
3372,금정구,남산동,,650-2,80번 버스종점,유,6,14,84,129.0851435,35.27178783,80번 버스종점
1330,부산진구,범천동,,859-24,,유,7,15,98,129.0613937,35.14802074,859-24
3448,사하구,하단동,,870-200,,유,6,15,91,128.9602125,35.09730209,870-200
2222,사상구,주례동,,876-1,,유,9,22,189,128.9982451,35.15367246,876-1
146,해운대구,좌동,,878-3,,유,12,8,100,129.1738559,35.17478453,878-3
923,남구,감만동,,36161,8부두,유,6,15,81,129.0798781,35.1188652,8부두
924,남구,감만동,,604-1,8부두,유,7,21,138,129.0804584,35.11852418,8부두
3556,사하구,구평동,,90-49,,유,7,21,140,128.9900265,35.08105693,90-49
3476,사하구,신평동,,90-53,,유,7,23,150,128.9778853,35.0907927,90-53
3471,사하구,괴정동,,944-3,,유,8,23,191,128.9910673,35.09949166,944-3
3468,사하구,괴정동,,959-2,,유,6,17,108,128.9935321,35.09923175,959-2
121,해운대구,우동,,977-8,,유,4,11,64,129.1424743,35.16145899,977-8
108,해운대구,재송동,,985-9,,유,8,11,89,129.1270937,35.17531287,985-9
199,해운대구,재송동,,985-9,,유,8,13,103,129.1271026,35.17548591,985-9
64,해운대구,중동,,1511-2,AID해운대주공아파트후문,유,6,13,75,129.1764592,35.16124075,AID해운대주공아파트후문
3071,강서구,대저2동,,1842-15,AVIS렌트카,유,19,17,185,128.9570329,35.18094634,AVIS렌트카
323,해운대구,우동,,1124-31,BEXCO,유,6,18,113,129.1343985,35.16670742,BEXCO
324,해운대구,우동,,1124-31,BEXCO,유,8,37,297,129.1347988,35.16660523,BEXCO
325,해운대구,우동,,1124-31,BEXCO,유,8,36,302,129.1359882,35.1672443,BEXCO
217,해운대구,중동,,1203-6,E MART 주차장,유,6,13,84,129.1689126,35.16527167,E MART 주차장
3267,금정구,구서동,,252-7,E마트 금정점,유,6,13,79,129.090503,35.24884613,E마트 금정점
776,남구,문현동,,750-7,E마트문현점동측(E마트주차장),유,6,17,100,129.0649778,35.14508569,E마트문현점동측(E마트주차장)
817,남구,문현동,,750-7,E마트문현점동측(E마트주차장),유,6,18,106,129.0647829,35.14494404,E마트문현점동측(E마트주차장)
818,부산진구,범천동,,842-8,E마트문현점서측(E마트정문),유,6,16,95,129.0635903,35.14481154,E마트문현점서측(E마트정문)
819,부산진구,범천동,,1226-1,E마트문현점서측(E마트정문),유,6,22,129,129.0637348,35.14493754,E마트문현점서측(E마트정문)
